Song Take,Song Name,Ragam,Composer,Janya Number,Youtube Link,Shruti
2,Deva-Deva-Jagadhishwara,Poorvi-Kalyani,Swati-Tirunal,53,https://www.youtube.com/watch?v=9N_ppbi3jI8,5 Kattai
1,Gnanamo-Sagaradha,Poorvi-Kalyani,Thyagaraja,53,https://www.youtube.com/watch?v=J4bnYKdZkHA&ab_channel=CarnaticEcstasy,5 Kattai
2,Gnanamo-Sagaradha,Poorvi-Kalyani,Thyagaraja,53,https://www.youtube.com/watch?v=zCMWPrFkanY&ab_channel=MalladiBrothers-Topic,7 Kattai
1,Kanaka-Shaila,Punagavarali,Shyama-Shastri,8,https://www.youtube.com/watch?v=mefRxVLWzzs&ab_channel=MusicToday,7 Kattai
2,Kanaka-Shaila,Punagavarali,Shyama-Shastri,8,https://www.youtube.com/watch?v=uIhv4REMakk&ab_channel=RithvikRaja-Topic,1 Kattai
1,Natajanakalpavali,Punagavarali,Ootukada-Venkatasubaiyar,8,https://www.youtube.com/watch?v=CYYou4p_POY&ab_channel=SubramanianKrishnan,5 Kattai
2,Natajanakalpavali,Punagavarali,Ootukada-Venkatasubaiyar,8,https://www.youtube.com/watch?v=3ZFVV64Or5g,7 Kattai
1,Shanka-Chakra,Purnachandrika,Mutthuswami-Dikshitar,29,https://www.youtube.com/watch?v=ebdtMOfCOgM&ab_channel=SaregamaCarnaticClassical,7 Kattai
2,Shanka-Chakra,Purnachandrika,Mutthuswami-Dikshitar,29,https://www.youtube.com/watch?v=JKU8H6tuZXo&ab_channel=SureshM,6 Kattai
1,Telisi-Rama,Purnachandrika,Thyagaraja,29,https://www.youtube.com/watch?v=1SCOtGZ7el4&list=PLkCqsZqFoDzqtFWMdQLffRg4lyjJ1sBcp&index=4&ab_channel=TrichurBrothers,3 Kattai
2,Telisi-Rama,Purnachandrika,Thyagaraja,29,https://www.youtube.com/watch?v=qXarFTFwSRg&ab_channel=NithyasreeMahadevan-Topic,6 Kattai
1,Gana-Sudharasame,Ragavardhini,Balamuralikrishna,32,https://www.youtube.com/watch?v=0RyVznLOmbE&ab_channel=DrM.Balamuralikrishna-Topic,2 Kattai
2,Gana-Sudharasame,Ragavardhini,Balamuralikrishna,32,https://www.youtube.com/watch?v=z5pEl4iXqrI,3 Kattai
1,Kalangadhe-Maname,Ragavardhini,Koteeshwara-Iyer,32,https://www.youtube.com/watch?v=-Y8jg6waXMA&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=26,1 Kattai
2,Kalangadhe-Maname,Ragavardhini,Koteeshwara-Iyer,32,https://www.youtube.com/watch?v=EYNBEsv65GE&ab_channel=shobanavignesh,4 Kattai
1,Sundara-Vinayaka,Ragavardhini,TV-Gopalakrishnan,32,https://www.youtube.com/watch?v=18_5I_AQAg4&ab_channel=AmruthaVenkatesh,3 Kattai
2,Sundara-Vinayaka,Ragavardhini,TV-Gopalakrishnan,32,https://www.youtube.com/watch?v=QNaKlxzQah8&ab_channel=musiquebox,2 Kattai
1,Sadananda-Bhakti,Raghupriya,Koteeshwara-Iyer,42,https://www.youtube.com/watch?v=hBMgyOfXWOE&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=15,7 Kattai
2,Sadananda-Bhakti,Raghupriya,Koteeshwara-Iyer,42,https://www.youtube.com/watch?v=mCLZTR5oSZc&ab_channel=SureshM,6 Kattai
1,Korinavara,Ramapriya,Patnam-Subramanyam-Iyer,52,https://www.youtube.com/watch?v=DvbjAPHVbnI&ab_channel=Ranjani-Gayatri,2 Kattai
2,Korinavara,Ramapriya,Patnam-Subramanyam-Iyer,52,https://www.youtube.com/watch?v=sPhO_73G5Q4&ab_channel=SureshM,7 Kattai
1,Sami-Sadaa,Ramapriya,Koteeshwara-Iyer,52,https://www.youtube.com/watch?v=PBokRPf8B6g&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=35,2 Kattai
2,Sami-Sadaa,Ramapriya,Koteeshwara-Iyer,52,https://www.youtube.com/watch?v=3Idq2G_7_EY&ab_channel=SureshM,2 Kattai
1,Sandehamunu,Ramapriya,Thyagaraja,52,https://www.youtube.com/watch?v=JXcWL2-QXYM&ab_channel=AmuthamMusic,4 Kattai
2,Sandehamunu,Ramapriya,Thyagaraja,52,https://www.youtube.com/watch?v=V6Z1Q5O5EL0&ab_channel=MaxworthConsumerProductPrivateLimited,4 Kattai
1,Durmaga,Ranjani,Thyagaraja,59,https://www.youtube.com/watch?v=6Y9Y-E8hHOw&ab_channel=SaregamaCarnaticClassical,6 Kattai
2,Durmaga,Ranjani,Thyagaraja,59,https://www.youtube.com/watch?v=TLEz0kwqy1U&ab_channel=CarnaticFever,7 Kattai
1,Mayamma-Shubhamimma,Ranjani,MD-Ramanathan,59,https://www.youtube.com/watch?v=Zbd_YFuxEcs&ab_channel=SudhaRagunathan-Topic,7 Kattai
2,Mayamma-Shubhamimma,Ranjani,MD-Ramanathan,59,https://www.youtube.com/watch?v=19_0D6Lp0gc&ab_channel=SangeethaRasika,7 Kattai
1,Arul-Seyya-Vendum,Rasikapriya,Koteeshwara-Iyer,72,https://www.youtube.com/watch?v=9OOBvInYze8,7 Kattai
2,Arul-Seyya-Vendum,Rasikapriya,Koteeshwara-Iyer,72,https://www.youtube.com/watch?v=3M9TZ8zmIQg&ab_channel=SureshM,1 Kattai
1,Kalsavardhija,Ratnangi,Thyagaraja,2,https://www.youtube.com/watch?v=mvTzmdfLpRQ&ab_channel=CarnaticEcstasy,5 Kattai
2,Kalsavardhija,Ratnangi,Thyagaraja,2,https://www.youtube.com/watch?v=ei_n3ooqMGo&ab_channel=PremaRangarajan,3 Kattai
1,Tarunam-Ide,Ratnangi,Koteeshwara-Iyer,2,https://www.youtube.com/watch?v=2N9OdHwHxNY&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=16,6 Kattai
2,Tarunam-Ide,Ratnangi,Koteeshwara-Iyer,2,https://www.youtube.com/watch?v=xNS4qLKchms&ab_channel=PraapthiEvents,6 Kattai
1,Makelara-Vicaramu,Ravi-Chandrika,Thyagaraja,28,https://www.youtube.com/watch?v=3ub4S2qbsHg&ab_channel=JioStudios,7 Kattai
2,Makelara-Vicaramu,Ravi-Chandrika,Thyagaraja,28,https://www.youtube.com/watch?v=Mb5cl_eWyWo&ab_channel=SanjaySubrahmanyan,6 Kattai
1,Niravadhi-Sukha,Ravi-Chandrika,Thyagaraja,28,https://www.youtube.com/watch?v=XII3GxbgoVE&ab_channel=HOPEADTV,3 Kattai
2,Niravadhi-Sukha,Ravi-Chandrika,Thyagaraja,28,https://www.youtube.com/watch?v=yKarQapTxls&ab_channel=NanduRamani,6 Kattai
1,Dwaitamu-Skuhama,Reetigowlai,Thyagaraja,22,https://www.youtube.com/watch?v=tVBVic8ZVs0,4 Kattai
2,Dwaitamu-Skuhama,Reetigowlai,Thyagaraja,22,https://www.youtube.com/watch?v=09zR4Hg6ga0,1 Kattai
1,Janani-Ninuvina,Reetigowlai,Subaraaya-Shastri,22,https://www.youtube.com/watch?v=96X1D8qGmhY,6 Kattai
2,Janani-Ninuvina,Reetigowlai,Subaraaya-Shastri,22,https://www.youtube.com/watch?v=hdb7d38LsXU,4 Kattai
1,Paripalaya-Paripalaya,Reetigowlai,Thyagaraja,22,https://www.youtube.com/watch?v=cyAQAday3Co&list=PLG_Yzqd_RqR0MjTbiWkXDwvqB4Z71o1qk&index=59&ab_channel=AmruthaVenkatesh,4 Kattai
2,Paripalaya-Paripalaya,Reetigowlai,Thyagaraja,22,https://www.youtube.com/watch?v=FVt0O95JiTA,3 Kattai
1,Bho-Shambo,Revati,Dayananda-Saraswati,2,https://www.youtube.com/watch?v=0u013DUZo5o,3 Kattai
2,Bho-Shambo,Revati,Dayananda-Saraswati,2,https://www.youtube.com/watch?v=dwOCgU--PfQ,6 Kattai
1,Mahadeva-Shiva-Shambo,Revati,Tanjavur-Shankara-Iyer,2,https://www.youtube.com/watch?v=PJaNgwb55bw,3 Kattai
2,Mahadeva-Shiva-Shambo,Revati,Tanjavur-Shankara-Iyer,2,https://www.youtube.com/watch?v=lydX_M1cDgI,3 Kattai
1,Ghananaya,Rishabapriya,Koteeshwara-Iyer,62,https://www.youtube.com/watch?v=CX9GCtEievo&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=55,3 Kattai
2,Ghananaya,Rishabapriya,Koteeshwara-Iyer,62,https://www.youtube.com/watch?v=NjM1ctCgQsQ,7 Kattai
1,Nalagude,Rupavati,Koteeshwara-Iyer,12,https://www.youtube.com/watch?v=oNgkoFjBoug&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=66,7 Kattai
2,Nalagude,Rupavati,Koteeshwara-Iyer,12,https://www.youtube.com/watch?v=yEtYuckBBG8,1 Kattai
1,Sarasadala-Nayane,Saaramati,Muttiah-Bhagavathar,20,https://www.youtube.com/watch?v=Lp2VdO1CpMo,1 Kattai
2,Sarasadala-Nayane,Saaramati,Muttiah-Bhagavathar,20,https://www.youtube.com/watch?v=mqWteQ36Tic,3 Kattai
1,Mokhasmu-Galada,Saaramati,Thyagaraja,20,https://www.youtube.com/watch?v=ERht5UqsVyk,1 Kattai
2,Mokhasmu-Galada,Saaramati,Thyagaraja,20,https://www.youtube.com/watch?v=cZ5cvqB67Pg,6 Kattai
1,Muruga-Muruga,Saaveri,Periyasaami-Tooran,15,https://www.youtube.com/watch?v=LRPnJLIYdk4,7 Kattai
2,Muruga-Muruga,Saaveri,Periyasaami-Tooran,15,https://www.youtube.com/watch?v=KjHyfc73Zzs,3 Kattai
1,Rama-Bana,Saaveri,Thyagaraja,15,https://www.youtube.com/watch?v=lvwzfI5qBCc,2 Kattai
2,Rama-Bana,Saaveri,Thyagaraja,15,https://www.youtube.com/watch?v=Z_2Tx4wsSB8,6 Kattai
1,Tulasi-Jagajanani,Saaveri,Thyagaraja,15,https://www.youtube.com/watch?v=uLd4QFE92TQ,6 Kattai
2,Tulasi-Jagajanani,Saaveri,Thyagaraja,15,https://www.youtube.com/watch?v=lyacFrSYX0g,6 Kattai
1,Abhayambayam,Sahana,Mutthuswami-Dikshitar,28,https://www.youtube.com/watch?v=g93hNW-W9To,6 Kattai
2,Abhayambayam,Sahana,Mutthuswami-Dikshitar,28,https://www.youtube.com/watch?v=LBFGqD0WcZc,4 Kattai
1,Chittam-Irangaadha,Sahana,Papanasam-Shivan,28,https://www.youtube.com/watch?v=YGIPZ556hqg,2 Kattai
2,Chittam-Irangaadha,Sahana,Papanasam-Shivan,28,https://www.youtube.com/watch?v=6rLLRM_coNc,1 Kattai
1,Ee-Vasudha,Sahana,Thyagaraja,28,https://www.youtube.com/watch?v=xamX8ALjBpI,3 Kattai
2,Ee-Vasudha,Sahana,Thyagaraja,28,https://www.youtube.com/watch?v=IwnGWtqE4ZQ,2 Kattai
1,Padavini,Salagabhairavi,Thyagaraja,22,https://www.youtube.com/watch?v=UeFBV14Ug_0,2 Kattai
2,Padavini,Salagabhairavi,Thyagaraja,22,https://www.youtube.com/watch?v=U7oUE117Xu8,6 Kattai
1,Ganamudam,Salagam,Koteeshwara-Iyer,37,https://www.youtube.com/watch?v=B5pRHKEuw5s&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=75,7 Kattai
2,Ganamudam,Salagam,Koteeshwara-Iyer,37,https://www.youtube.com/watch?v=Uo3RTJIGxb8,2 Kattai
1,Annapurne-Vishalakshi,Sama,Mutthuswami-Dikshitar,28,https://www.youtube.com/watch?v=bzn_qx_wkhQ&list=PLG_Yzqd_RqR0MjTbiWkXDwvqB4Z71o1qk&index=96&ab_channel=AmruthaVenkatesh,7 Kattai
2,Annapurne-Vishalakshi,Sama,Mutthuswami-Dikshitar,28,https://www.youtube.com/watch?v=7O_yIvVA3Xs,2 Kattai
1,Manasa-Sancharare,Sama,Sadashiva-Brahmendra,28,https://www.youtube.com/watch?v=wawEbRw_x6c&list=PLG_Yzqd_RqR0MjTbiWkXDwvqB4Z71o1qk&index=77&ab_channel=AmruthaVenkatesh,3 Kattai
2,Manasa-Sancharare,Sama,Sadashiva-Brahmendra,28,https://www.youtube.com/watch?v=tdoHle7pkNE,5 Kattai
1,Santamuleka,Sama,Thyagaraja,28,https://www.youtube.com/watch?v=U5eEjde0I7Y,4 Kattai
2,Santamuleka,Sama,Thyagaraja,28,https://www.youtube.com/watch?v=ASfuinE3Gm0,5 Kattai
1,Arunacalanatham,Saranga,Mutthuswami-Dikshitar,65,https://www.youtube.com/watch?v=WV6OF0XMIjg,6 Kattai
2,Arunacalanatham,Saranga,Mutthuswami-Dikshitar,65,https://www.youtube.com/watch?v=ovcMLvvmIuk,1 Kattai
1,Neevada-Ne-Gaana,Saranga,Thyagaraja,65,https://www.youtube.com/watch?v=Y7i-ulFhruc,5 Kattai
2,Neevada-Ne-Gaana,Saranga,Thyagaraja,65,https://www.youtube.com/watch?v=_JuAUGrvbMA,7 Kattai
1,Saranga-Ragapriye,Saranga,Mutthuswami-Dikshitar,65,https://www.youtube.com/watch?v=QVZTl0LDats,5 Kattai
2,Saranga-Ragapriye,Saranga,Mutthuswami-Dikshitar,65,https://www.youtube.com/watch?v=yXuoilUlQ9A,4 Kattai
1,Jaya-Jaya-Padmanabha-Murare,Sarasangi,Swati-Tirunal,27,https://www.youtube.com/watch?v=_6IUUChUMJI,4 Kattai
2,Jaya-Jaya-Padmanabha-Murare,Sarasangi,Swati-Tirunal,27,https://www.youtube.com/watch?v=D3XBS6G8-XI,3 Kattai
1,Malaiyade-Maname,Sarasangi,Koteeshwara-Iyer,27,https://www.youtube.com/watch?v=3db-yVyLM2I&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=36,2 Kattai
2,Malaiyade-Maname,Sarasangi,Koteeshwara-Iyer,27,https://www.youtube.com/watch?v=uf05fEglbaU,4 Kattai
1,Anuragamule,Saraswati,Thyagaraja,64,https://www.youtube.com/watch?v=WUYfdUhpw6I,5 Kattai
2,Anuragamule,Saraswati,Thyagaraja,64,https://www.youtube.com/watch?v=R1INUV0A3SM,1 Kattai
1,Saraswati-Namostute,Saraswati,GN-Balasubramaniam,64,https://www.youtube.com/watch?v=HTDP4bRtsxA,2 Kattai
2,Saraswati-Namostute,Saraswati,GN-Balasubramaniam,64,https://www.youtube.com/watch?v=-iVJN_-OOP8,6 Kattai
1,Vandarul-Neeta,Senavati,Koteeshwara-Iyer,7,https://www.youtube.com/watch?v=Ob8gIY5NDII&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=6,2 Kattai
2,Vandarul-Neeta,Senavati,Koteeshwara-Iyer,7,https://www.youtube.com/watch?v=eFJ9H8Xhp3U,5 Kattai
1,Antaranga-Bhakti,Shadvidamaargini,Koteeshwara-Iyer,46,https://www.youtube.com/watch?v=s4myDyvGxwU&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=37,5 Kattai
2,Antaranga-Bhakti,Shadvidamaargini,Koteeshwara-Iyer,46,https://www.youtube.com/watch?v=w3M1M-o4EJU,1 Kattai
1,Eduta-Nilachite,Shankarabharanam,Thyagaraja,29,https://www.youtube.com/watch?v=2jpKuqg-2Dg,2 Kattai
2,Eduta-Nilachite,Shankarabharanam,Thyagaraja,29,https://www.youtube.com/watch?v=17FrkEGg7f8,1 Kattai
1,Manasu-Swadhinamaina,Shankarabharanam,Thyagaraja,29,https://www.youtube.com/watch?v=P63BRL81bh4,4 Kattai
2,Manasu-Swadhinamaina,Shankarabharanam,Thyagaraja,29,https://www.youtube.com/watch?v=vxEZv3FA22w,7 Kattai
1,Swara-Raga-Sudha,Shankarabharanam,Thyagaraja,29,https://www.youtube.com/watch?v=tCxvrsUjt60,3 Kattai
2,Swara-Raga-Sudha,Shankarabharanam,Thyagaraja,29,https://www.youtube.com/watch?v=4iLSYYvXzig,1 Kattai
1,Marivere,Shanmukhapriya,Patnam-Subramanyam-Iyer,56,https://www.youtube.com/watch?v=zyrOpJKcUAc,1 Kattai
2,Marivere,Shanmukhapriya,Patnam-Subramanyam-Iyer,56,https://www.youtube.com/watch?v=yU6ObZMgE68,5 Kattai
1,Siddhivinayakam-Anisham,Shanmukhapriya,Mutthuswami-Dikshitar,56,https://www.youtube.com/watch?v=V_zZ_MOrbs4,6 Kattai
2,Siddhivinayakam-Anisham,Shanmukhapriya,Mutthuswami-Dikshitar,56,https://www.youtube.com/watch?v=Pxfoan2vAzs,4 Kattai
1,Sukhame-Sukham,Shanmukhapriya,Koteeshwara-Iyer,56,https://www.youtube.com/watch?v=en30elnb1es&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=57,1 Kattai
2,Sukhame-Sukham,Shanmukhapriya,Koteeshwara-Iyer,56,https://www.youtube.com/watch?v=BQFU5WXM954,6 Kattai
1,Gajamba-Nayako,Shenjuruti,Mutthuswami-Dikshitar,28,https://www.youtube.com/watch?v=YjHhwEKZT9M,2 Kattai
2,Gajamba-Nayako,Shenjuruti,Mutthuswami-Dikshitar,28,https://www.youtube.com/watch?v=ApLGZNAnTCQ,2 Kattai
1,Kamalanayana,Shenjuruti,Badrachala-Ramadas,28,https://www.youtube.com/watch?v=x72aWWBec7Y,7 Kattai
2,Kamalanayana,Shenjuruti,Badrachala-Ramadas,28,https://www.youtube.com/watch?v=bY0cCnmvjVw,2 Kattai
1,Valli-Kanavan,Shenjuruti,Kaavadi-Chindu,28,https://www.youtube.com/watch?v=5FdlqkADHn8,7 Kattai
2,Valli-Kanavan,Shenjuruti,Kaavadi-Chindu,28,https://www.youtube.com/watch?v=iCOqad_ccgc,4 Kattai
1,Endaro-Mahanubhavulu,Shri,Thyagaraja,22,https://www.youtube.com/watch?v=XtaOtYf01xU,3 Kattai
2,Endaro-Mahanubhavulu,Shri,Thyagaraja,22,https://www.youtube.com/watch?v=iaWSdpkwtVc,6 Kattai
1,Shri-Varalakshmi,Shri,Mutthuswami-Dikshitar,22,https://www.youtube.com/watch?v=b-pks4g6-Qc,7 Kattai
2,Shri-Varalakshmi,Shri,Mutthuswami-Dikshitar,22,https://www.youtube.com/watch?v=f4tWhvESvfI,1 Kattai
1,Vande-Vasudhevam,Shri,Annamachaarya,22,https://www.youtube.com/watch?v=exEFmVFNVSA,1 Kattai
2,Vande-Vasudhevam,Shri,Annamachaarya,22,https://www.youtube.com/watch?v=6Sm1T2kpjP0,4 Kattai
1,Gajavadana-Karuna,Shri-Ranjani,Papanasam-Shivan,22,https://www.youtube.com/watch?v=-DatREufHGI,5 Kattai
2,Gajavadana-Karuna,Shri-Ranjani,Papanasam-Shivan,22,https://www.youtube.com/watch?v=SMJtStIGN9o,1 Kattai
1,Maru-Balka,Shri-Ranjani,Thyagaraja,22,https://www.youtube.com/watch?v=dqsgKUXpblU,1 Kattai
2,Maru-Balka,Shri-Ranjani,Thyagaraja,22,https://www.youtube.com/watch?v=wnC8q-UDbJc,7 Kattai
1,Sogasuga-Mridanga,Shri-Ranjani,Thyagaraja,22,https://www.youtube.com/watch?v=tulLINklHgw,1 Kattai
2,Sogasuga-Mridanga,Shri-Ranjani,Thyagaraja,22,https://www.youtube.com/watch?v=zo2Y2NOZ2cY,1 Kattai
1,Shri-Satyanarayanam,Shubhapanturavarali,Mutthuswami-Dikshitar,45,https://www.youtube.com/watch?v=6bWMT_fi85A,4 Kattai
2,Shri-Satyanarayanam,Shubhapanturavarali,Mutthuswami-Dikshitar,45,https://www.youtube.com/watch?v=mwEyZRWLSKw,3 Kattai
1,Velane-Vere,Shubhapanturavarali,Koteeshwara-Iyer,45,https://www.youtube.com/watch?v=gthpr15TRcI&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=49,2 Kattai
2,Velane-Vere,Shubhapanturavarali,Koteeshwara-Iyer,45,https://www.youtube.com/watch?v=LXN0fW5KL5Y,1 Kattai
1,Paraamukham-Adeno,Shulini,Koteeshwara-Iyer,35,https://www.youtube.com/watch?v=BxhIa4JqPtk&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=62,7 Kattai
2,Paraamukham-Adeno,Shulini,Koteeshwara-Iyer,35,https://www.youtube.com/watch?v=LOsYfbTlN_s,6 Kattai
1,Kanda-Bhakta,Shyamalaangi,Koteeshwara-Iyer,55,https://www.youtube.com/watch?v=YPp1GlZ_1MQ&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=69,6 Kattai
2,Kanda-Bhakta,Shyamalaangi,Koteeshwara-Iyer,55,https://www.youtube.com/watch?v=BbGH96fDT1c,2 Kattai
1,Kamakshi-Kamakoti,Simhendra-Madhyamam,Mutthuswami-Dikshitar,57,https://www.youtube.com/watch?v=0Enlj-t0GXU,6 Kattai
2,Kamakshi-Kamakoti,Simhendra-Madhyamam,Mutthuswami-Dikshitar,57,https://www.youtube.com/watch?v=ufNyBsEF9QM,5 Kattai
1,Ninne-Nammithi,Simhendra-Madhyamam,Mysore-Vaasudevacharya,57,https://www.youtube.com/watch?v=Ub50UO8s_sg,5 Kattai
2,Ninne-Nammithi,Simhendra-Madhyamam,Mysore-Vaasudevacharya,57,https://www.youtube.com/watch?v=31sXg4vhbyU,5 Kattai
1,Rama-Rama-Gunasima,Simhendra-Madhyamam,Swati-Tirunal,57,https://www.youtube.com/watch?v=73NN2zQ4K3k,7 Kattai
2,Rama-Rama-Gunasima,Simhendra-Madhyamam,Swati-Tirunal,57,https://www.youtube.com/watch?v=yDwbFD0xkuA,6 Kattai
1,Manadirkughanda,Sindhu-Bhairavi,Tanjavur-Shankara-Iyer,10,https://www.youtube.com/watch?v=0m80LESBk80,4 Kattai
2,Manadirkughanda,Sindhu-Bhairavi,Tanjavur-Shankara-Iyer,10,https://www.youtube.com/watch?v=a7E0CRcsvGM,3 Kattai
1,Venkatachala-Nilayam,Sindhu-Bhairavi,Purandhara-Dhasa,10,https://www.youtube.com/watch?v=GgO_mPh4olU,7 Kattai
2,Venkatachala-Nilayam,Sindhu-Bhairavi,Purandhara-Dhasa,10,https://www.youtube.com/watch?v=EjajO2BOLCg,2 Kattai
1,Shri-Ganapathini,Sowrashtram,Thyagaraja,17,https://www.youtube.com/watch?v=nKcsX1HCv5s,5 Kattai
2,Shri-Ganapathini,Sowrashtram,Thyagaraja,17,https://www.youtube.com/watch?v=Dfn4gMnWpm8,3 Kattai
1,Suryamurthe,Sowrashtram,Mutthuswami-Dikshitar,17,https://www.youtube.com/watch?v=JnkRTdfLBL8&list=PLG_Yzqd_RqR0MjTbiWkXDwvqB4Z71o1qk&index=2&ab_channel=AmruthaVenkatesh,6 Kattai
2,Suryamurthe,Sowrashtram,Mutthuswami-Dikshitar,17,https://www.youtube.com/watch?v=GzafW6BWjYw,4 Kattai
1,Varalakshmim-Bhajare,Sowrashtram,Mutthuswami-Dikshitar,17,https://www.youtube.com/watch?v=88mSh3p1p6Y,7 Kattai
2,Varalakshmim-Bhajare,Sowrashtram,Mutthuswami-Dikshitar,17,https://www.youtube.com/watch?v=qIzLBJE4YSk,4 Kattai
1,Velu-Mayilume,Sucarithra,Koteeshwara-Iyer,67,https://www.youtube.com/watch?v=9eJ3c2H22lE&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=65,6 Kattai
2,Velu-Mayilume,Sucarithra,Koteeshwara-Iyer,67,https://www.youtube.com/watch?v=DYm_AFqnJeo,1 Kattai
1,Rama-Bhakti,Suddha-Bangala,Thyagaraja,22,https://www.youtube.com/watch?v=W8E8aya0eTA,2 Kattai
2,Rama-Bhakti,Suddha-Bangala,Thyagaraja,22,https://www.youtube.com/watch?v=JkY5IYmYZGM,7 Kattai
1,Tappagane-Vaccune,Suddha-Bangala,Thyagaraja,22,https://www.youtube.com/watch?v=izS5ImsuRnQ,3 Kattai
2,Tappagane-Vaccune,Suddha-Bangala,Thyagaraja,22,https://www.youtube.com/watch?v=6qWm2b0U3q0,3 Kattai
1,Entha-Nerchina,Suddha-Dhanyasi,Thyagaraja,22,https://www.youtube.com/watch?v=QUPA1e8QBZQ,2 Kattai
2,Entha-Nerchina,Suddha-Dhanyasi,Thyagaraja,22,https://www.youtube.com/watch?v=NcOg6MCD9eE,3 Kattai
1,Himagiri-Tanaye,Suddha-Dhanyasi,Muttiah-Bhagavathar,22,https://www.youtube.com/watch?v=6Qk7enruG4Y,5 Kattai
2,Himagiri-Tanaye,Suddha-Dhanyasi,Muttiah-Bhagavathar,22,https://www.youtube.com/watch?v=1h9vrKVDnKU,1 Kattai
1,Shri-Parthasarathy,Suddha-Dhanyasi,Mutthuswami-Dikshitar,22,https://www.youtube.com/watch?v=ryNgh4oqWSg,1 Kattai
2,Shri-Parthasarathy,Suddha-Dhanyasi,Mutthuswami-Dikshitar,22,https://www.youtube.com/watch?v=cQiYHpLnoHc,3 Kattai
1,Kalaharana,Suddha-Saveri,Thyagaraja,29,https://www.youtube.com/watch?v=v-7tibi4gHg,6 Kattai
2,Kalaharana,Suddha-Saveri,Thyagaraja,29,https://www.youtube.com/watch?v=vqOKhCVSnR8,7 Kattai
1,Thaye-Tripurasundhari,Suddha-Saveri,Periyasaami-Tooran,29,https://www.youtube.com/watch?v=lKP8zDy405k,2 Kattai
2,Thaye-Tripurasundhari,Suddha-Saveri,Periyasaami-Tooran,29,https://www.youtube.com/watch?v=iB6gxFRNUqE,3 Kattai
1,Geetharthamu,Suratti,Thyagaraja,28,https://www.youtube.com/watch?v=O9xRrQ0Cb00,4 Kattai
2,Geetharthamu,Suratti,Thyagaraja,28,https://www.youtube.com/watch?v=-_6zvmxD1b4,7 Kattai
1,Kanjam-Konjam,Suryakantham,Koteeshwara-Iyer,17,https://www.youtube.com/watch?v=DiDHdZk_eO4&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=56,6 Kattai
2,Kanjam-Konjam,Suryakantham,Koteeshwara-Iyer,17,https://www.youtube.com/watch?v=lapc5nvEmdg,6 Kattai
1,Iha-Para-Sukham,Suvarnangi,Koteeshwara-Iyer,47,https://www.youtube.com/watch?v=YiIuRYDNp20&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=25,6 Kattai
2,Iha-Para-Sukham,Suvarnangi,Koteeshwara-Iyer,47,https://www.youtube.com/watch?v=zJfVi7k7ll0,1 Kattai
1,Vaa-Velava,Taanarupini,Koteeshwara-Iyer,6,https://www.youtube.com/watch?v=YQQzicX8c0M&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=64,4 Kattai
2,Vaa-Velava,Taanarupini,Koteeshwara-Iyer,6,https://www.youtube.com/watch?v=eUvOz8rzzAM,6 Kattai
1,Jesinadella,Thodi,Thyagaraja,8,https://www.youtube.com/watch?v=MgeYqiPCNbc,7 Kattai
2,Jesinadella,Thodi,Thyagaraja,8,https://www.youtube.com/watch?v=03QzZXgm9c8,7 Kattai
1,Kaarthikeya-Gaangeya,Thodi,Papanasam-Shivan,8,https://www.youtube.com/watch?v=A0aPnaJrdBQ,1 Kattai
2,Kaarthikeya-Gaangeya,Thodi,Papanasam-Shivan,8,https://www.youtube.com/watch?v=khfN-2iXgPY,1 Kattai
1,Shri-Krishnan,Thodi,Mutthuswami-Dikshitar,8,https://www.youtube.com/watch?v=yWoxHW7AHQ4,1 Kattai
2,Shri-Krishnan,Thodi,Mutthuswami-Dikshitar,8,https://www.youtube.com/watch?v=CEIGs1JWqGk,1 Kattai
